id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,credit_age,age,loan_status,probability,score
103989,10000.0,MORTGAGE,75000.0,12.05,0.1212,0,7049,OVER_FORTY,0,0.4147563006057033,0
104601,6000.0,MORTGAGE,50000.0,16.99,0.1629,0,7202,OVER_FORTY,0,0.5684281163679914,0
96646,7775.0,RENT,40000.0,5.46,0.089,0,4766,UNDER_FORTY,0,0.375761911740521,0
88226,10000.0,OWN,55000.0,2.75,0.1531,0,6258,UNDER_FORTY,0,0.5070103604376096,0
100194,15000.0,MORTGAGE,71000.0,18.14,0.1212,0,7232,OVER_FORTY,0,0.4485500679183342,0
110620,29400.0,MORTGAGE,115000.0,10.31,0.1016,0,8752,OVER_FORTY,0,0.3359881185220847,0
101073,18200.0,RENT,63000.0,25.68,0.1114,0,7902,OVER_FORTY,0,0.4831997729434024,0
105116,10000.0,OWN,56000.0,19.61,0.1212,0,6623,OVER_FORTY,0,0.4682382698068462,0
105662,3000.0,MORTGAGE,54000.0,32.09,0.1849,0,9210,UNDER_FORTY,0,0.63105921293246,1
88609,5000.0,RENT,32000.0,11.59,0.0662,0,5100,UNDER_FORTY,0,0.3157686338058665,0
79433,16000.0,MORTGAGE,90000.0,5.76,0.089,0,5861,UNDER_FORTY,0,0.291243137180892,0
95464,11500.0,MORTGAGE,35000.0,27.81,0.1311,0,7110,OVER_FORTY,1,0.5786975395122347,0
75931,6075.0,MORTGAGE,54158.0,30.64,0.1678,0,7079,OVER_FORTY,1,0.6059270288379267,0
111272,14000.0,MORTGAGE,52500.0,22.42,0.1114,0,8022,UNDER_FORTY,0,0.4665948967132882,0
78015,5375.0,RENT,30000.0,17.44,0.0971,0,8387,UNDER_FORTY,0,0.4701858733849674,0
106890,14000.0,RENT,69126.0,14.92,0.1531,0,9820,UNDER_FORTY,0,0.5527084823390223,0
110612,9000.0,MORTGAGE,36000.0,22.77,0.158,0,11281,UNDER_FORTY,0,0.6285821888873043,1
94330,10000.0,RENT,60000.0,15.6,0.1433,0,4950,UNDER_FORTY,0,0.526109169099446,0
69713,16000.0,MORTGAGE,60000.0,20.5,0.0971,0,11674,OVER_FORTY,0,0.4094101903592294,0
72281,21000.0,RENT,120000.0,16.79,0.0762,0,8114,UNDER_FORTY,0,0.2745444527126511,0
87983,20000.0,MORTGAGE,160000.0,4.9,0.0603,0,15998,UNDER_FORTY,0,0.1685888551442471,0
79703,9800.0,RENT,34280.0,16.14,0.1235,0,7049,OVER_FORTY,0,0.5470166998955494,0
91446,15000.0,MORTGAGE,87000.0,12.25,0.1016,0,8053,OVER_FORTY,0,0.3531537967286883,0
90303,8000.0,RENT,50000.0,19.44,0.1016,0,8724,UNDER_FORTY,0,0.4419212927718203,0
111598,25000.0,MORTGAGE,65000.0,32.14,0.1727,0,6533,UNDER_FORTY,0,0.6336977044552697,1
84301,8000.0,MORTGAGE,44900.0,25.84,0.1114,0,9606,UNDER_FORTY,0,0.4828124168080104,0
106705,12000.0,RENT,46000.0,21.44,0.1433,0,5741,UNDER_FORTY,0,0.5805810982043146,0
80183,10400.0,MORTGAGE,90000.0,21.24,0.1064,0,7749,UNDER_FORTY,0,0.3771614679979514,0
93319,10400.0,MORTGAGE,50000.0,20.45,0.1212,0,6867,OVER_FORTY,1,0.4856996353113008,0
98198,15000.0,MORTGAGE,57000.0,20.84,0.1311,0,9028,UNDER_FORTY,0,0.5137100539509997,0
91176,4000.0,MORTGAGE,135000.0,6.39,0.0762,0,10275,UNDER_FORTY,0,0.1990129901045281,0
78151,12000.0,RENT,43000.0,21.77,0.1064,0,14507,OVER_FORTY,0,0.5020230434191958,0
76328,27000.0,MORTGAGE,131600.0,23.01,0.1522,0,10093,UNDER_FORTY,0,0.4914509033700057,0
74019,13000.0,MORTGAGE,101736.0,6.16,0.1305,0,10975,UNDER_FORTY,0,0.403975053697189,0
111516,8500.0,MORTGAGE,55000.0,14.25,0.1629,0,5345,UNDER_FORTY,0,0.5537157049926351,0
100702,24000.0,MORTGAGE,77000.0,3.13,0.0603,0,7444,UNDER_FORTY,0,0.2137151649034371,0
111357,1600.0,RENT,50000.0,13.27,0.1727,0,8844,OVER_FORTY,0,0.5710393230623576,0
104015,6000.0,MORTGAGE,58000.0,10.1,0.1629,0,9333,UNDER_FORTY,0,0.5370471371768482,0
112523,22475.0,MORTGAGE,70000.0,30.96,0.1114,0,7171,UNDER_FORTY,0,0.4662322935328249,0
109753,7500.0,MORTGAGE,60000.0,10.02,0.1409,0,5983,UNDER_FORTY,0,0.4778669371877696,0
72580,15000.0,MORTGAGE,80000.0,8.18,0.0971,0,5527,UNDER_FORTY,1,0.3319781335982775,0
93084,10675.0,OWN,35000.0,25.3,0.158,0,10185,UNDER_FORTY,0,0.6406021105132944,1
86232,16000.0,MORTGAGE,90000.0,11.81,0.1016,0,7202,UNDER_FORTY,0,0.3481028238752645,0
92906,11000.0,RENT,37000.0,7.98,0.1727,0,6623,OVER_FORTY,0,0.6358025970955137,1
80245,8875.0,RENT,33000.0,28.07,0.1522,0,4553,UNDER_FORTY,0,0.6442783106549518,1
82615,10500.0,RENT,31000.0,21.91,0.1016,0,10213,OVER_FORTY,0,0.5154861674087506,0
70728,7000.0,MORTGAGE,32000.0,16.43,0.1756,0,6319,UNDER_FORTY,0,0.6458216876908407,1
107284,10000.0,RENT,35000.0,23.62,0.1531,0,8997,OVER_FORTY,0,0.6430039937745513,1
73191,10000.0,RENT,65000.0,9.38,0.1885,0,7872,UNDER_FORTY,0,0.607887836273266,0
104535,32100.0,MORTGAGE,475000.0,9.19,0.1212,0,9545,OVER_FORTY,0,0.2482074318181703,0
111266,9600.0,MORTGAGE,68000.0,12.53,0.1777,0,7872,UNDER_FORTY,0,0.5662755758979027,0
106149,7400.0,RENT,50000.0,19.69,0.1212,0,7353,UNDER_FORTY,0,0.4984956908000828,0
109826,20875.0,RENT,48000.0,21.98,0.1905,0,11067,UNDER_FORTY,0,0.6984751930260079,1
79322,17000.0,RENT,124000.0,7.88,0.1064,0,9545,UNDER_FORTY,0,0.3449525274093096,0
82959,13000.0,MORTGAGE,92000.0,18.57,0.1016,0,6684,UNDER_FORTY,0,0.3562205100184656,0
95157,24000.0,MORTGAGE,166846.0,12.5,0.089,0,7049,UNDER_FORTY,0,0.2586220116640592,0
104328,16000.0,MORTGAGE,65000.0,8.86,0.1016,0,9545,UNDER_FORTY,1,0.3813174817927867,0
76601,8000.0,MORTGAGE,45000.0,20.77,0.1588,0,11128,OVER_FORTY,0,0.5967181767311605,0
74887,5000.0,MORTGAGE,55000.0,9.47,0.1588,0,5922,OVER_FORTY,0,0.5191572013785689,0
91830,6500.0,RENT,40000.0,15.39,0.1433,0,8479,UNDER_FORTY,0,0.5716451921497144,0
80498,2500.0,RENT,40000.0,15.09,0.1825,0,6349,UNDER_FORTY,0,0.6268890553987692,1
105164,20000.0,MORTGAGE,155000.0,17.71,0.089,0,10275,UNDER_FORTY,1,0.2782245772147559,0
79674,20000.0,MORTGAGE,90000.0,17.54,0.079,0,6014,UNDER_FORTY,0,0.2898692686446119,0
82882,7125.0,RENT,46000.0,4.57,0.2247,0,4522,UNDER_FORTY,1,0.6786870447555887,1
72999,6000.0,MORTGAGE,53000.0,28.98,0.1952,0,11919,UNDER_FORTY,0,0.6654130676141119,1
78023,7500.0,OWN,32400.0,17.22,0.1825,0,10275,OVER_FORTY,1,0.6691381718169208,1
78166,12000.0,RENT,39612.0,7.82,0.1952,0,7232,UNDER_FORTY,0,0.6735358459649821,1
90782,5500.0,RENT,70000.0,7.97,0.21,0,6014,UNDER_FORTY,0,0.6156002747567156,0
75448,15000.0,RENT,44000.0,8.54,0.0971,0,9302,UNDER_FORTY,0,0.4300710153651652,0
85741,7125.0,RENT,25000.0,15.65,0.1905,0,5741,UNDER_FORTY,0,0.7148324719087653,1
94425,15000.0,MORTGAGE,58000.0,21.41,0.0662,0,9118,OVER_FORTY,0,0.2930568546648535,0
92882,18000.0,MORTGAGE,50000.0,13.82,0.0603,0,12467,OVER_FORTY,0,0.2741737309189206,0
84114,10075.0,RENT,30000.0,14.91,0.1629,0,5072,OVER_FORTY,0,0.6495478675794399,1
92571,12000.0,MORTGAGE,70000.0,14.62,0.1875,0,9698,UNDER_FORTY,0,0.5977154390103296,0
70215,9000.0,MORTGAGE,52000.0,7.64,0.089,0,13838,UNDER_FORTY,0,0.352874906027706,0
87403,15850.0,MORTGAGE,85000.0,19.36,0.1114,0,5892,UNDER_FORTY,0,0.3998698983069173,0
84040,7300.0,MORTGAGE,70000.0,16.95,0.1875,0,6441,OVER_FORTY,0,0.583786518908469,0
80233,21000.0,MORTGAGE,75000.0,26.57,0.1064,0,12497,UNDER_FORTY,0,0.4386726437427511,0
103986,3175.0,OWN,36000.0,12.51,0.1727,0,4341,UNDER_FORTY,1,0.5902295170082976,0
83781,12250.0,RENT,54000.0,11.2,0.1875,0,10975,UNDER_FORTY,0,0.6420980571073296,1
104269,1850.0,RENT,10000.0,12.36,0.2363,0,5680,UNDER_FORTY,0,0.8195179171340518,1
109945,20000.0,MORTGAGE,60000.0,21.94,0.1114,0,7263,UNDER_FORTY,0,0.4571679910527245,0
102807,27575.0,MORTGAGE,77500.0,17.02,0.1629,0,6288,OVER_FORTY,0,0.5548527771958047,0
93546,12000.0,MORTGAGE,118000.0,10.88,0.1311,0,9271,OVER_FORTY,0,0.3959273605004884,0
101225,22000.0,OWN,50000.0,1.62,0.0603,0,7657,OVER_FORTY,0,0.2458924228533564,0
93715,4300.0,MORTGAGE,45000.0,18.4,0.1016,0,6714,UNDER_FORTY,0,0.4083040325879083,0
92775,7650.0,RENT,76000.0,11.23,0.158,0,4888,UNDER_FORTY,1,0.5141971170540849,0
95084,16000.0,RENT,42000.0,7.91,0.1114,0,7263,UNDER_FORTY,0,0.4780792648717037,0
89198,6250.0,MORTGAGE,26304.0,28.38,0.1777,0,6502,UNDER_FORTY,0,0.6968326823960543,1
94450,5000.0,MORTGAGE,60000.0,21.6,0.1409,0,11371,OVER_FORTY,0,0.5102709197354263,0
104816,6000.0,MORTGAGE,53000.0,18.77,0.1531,0,9698,UNDER_FORTY,0,0.5492510961941507,0
73202,8000.0,RENT,70000.0,20.66,0.1756,0,7780,UNDER_FORTY,1,0.5973001791091064,0
93283,5500.0,RENT,35000.0,6.58,0.1212,0,11585,UNDER_FORTY,0,0.5055848053287874,0
89171,15900.0,RENT,60000.0,12.51,0.1629,0,6988,UNDER_FORTY,0,0.5824314655067672,0
73455,15000.0,MORTGAGE,47000.0,26.53,0.0662,0,5830,UNDER_FORTY,0,0.3192711174816047,0
77106,8000.0,MORTGAGE,92000.0,6.97,0.1522,0,6561,UNDER_FORTY,0,0.4501319028557561,0
86055,35000.0,MORTGAGE,150000.0,12.65,0.158,0,8298,UNDER_FORTY,0,0.4647345451318596,0
78550,15000.0,OWN,120000.0,19.47,0.1155,0,18706,OVER_FORTY,0,0.3916375581085869,0
98250,18500.0,MORTGAGE,110000.0,17.55,0.1212,0,10885,UNDER_FORTY,0,0.4086986500902899,0
87215,12000.0,MORTGAGE,55000.0,29.28,0.1629,0,8752,OVER_FORTY,0,0.6112237029560768,0
77975,8875.0,MORTGAGE,37000.0,5.09,0.1155,0,11980,UNDER_FORTY,0,0.4687331412058924,0
83386,17000.0,RENT,115000.0,10.75,0.079,0,11371,UNDER_FORTY,0,0.2754943983235876,0
100836,16000.0,MORTGAGE,100000.0,27.12,0.1433,0,8632,UNDER_FORTY,0,0.4966599225146298,0
104482,2700.0,RENT,10800.0,10.44,0.1905,0,5041,UNDER_FORTY,0,0.7592867976151453,1
81564,11625.0,MORTGAGE,52000.0,15.69,0.0762,0,9575,UNDER_FORTY,0,0.3257753296395306,0
101284,15000.0,MORTGAGE,53000.0,22.31,0.1114,0,7597,OVER_FORTY,0,0.4660230480580252,0
102187,24000.0,RENT,100000.0,13.3,0.089,0,9514,UNDER_FORTY,0,0.3345473240934165,0
68605,19500.0,MORTGAGE,153000.0,10.3,0.0662,0,13897,UNDER_FORTY,0,0.1969938552678166,0
104679,5000.0,MORTGAGE,83134.0,30.15,0.21,0,8084,OVER_FORTY,0,0.6344318581884562,1
84077,5000.0,RENT,79239.0,15.3,0.1905,0,6319,UNDER_FORTY,1,0.5828542723355475,0
100515,7800.0,OWN,66000.0,17.13,0.1114,0,10824,OVER_FORTY,0,0.4154820830468902,0
81011,12000.0,MORTGAGE,82000.0,25.48,0.1016,0,7841,OVER_FORTY,0,0.3873306293648208,0
68503,4750.0,MORTGAGE,40392.0,18.57,0.1678,0,9759,UNDER_FORTY,0,0.6071635692938313,0
92527,5750.0,RENT,36000.0,22.53,0.1972,0,5680,UNDER_FORTY,0,0.7004690991269232,1
97396,7500.0,MORTGAGE,85000.0,10.7,0.1016,0,7810,UNDER_FORTY,0,0.3345985519073227,0
112379,4725.0,MORTGAGE,80276.73,23.1,0.1409,0,15480,UNDER_FORTY,0,0.4837895844370403,0
103950,28000.0,RENT,86188.0,21.43,0.1114,0,14962,UNDER_FORTY,0,0.4575314455238322,0
86315,7750.0,OWN,38400.0,30.02,0.158,0,5861,UNDER_FORTY,0,0.6249769033877197,1
99468,4500.0,OWN,16000.0,26.18,0.1972,0,5011,UNDER_FORTY,0,0.7594138868425382,1
106961,7125.0,OWN,57750.0,3.22,0.1629,0,8359,OVER_FORTY,0,0.5214497327172548,0
68369,18000.0,RENT,175000.0,9.79,0.1155,0,8752,UNDER_FORTY,0,0.338341315466561,0
98946,10000.0,OWN,67500.0,5.1,0.089,0,9149,OVER_FORTY,0,0.3148973949197506,0
68009,4150.0,MORTGAGE,54000.0,13.4,0.1064,0,9575,OVER_FORTY,0,0.3949352655669293,0
112240,25000.0,RENT,140000.0,14.91,0.1531,0,9545,UNDER_FORTY,0,0.4838086628106639,0
80063,24000.0,MORTGAGE,109800.0,12.94,0.079,0,8449,OVER_FORTY,0,0.2695996560644395,0
70823,3000.0,RENT,115000.0,22.63,0.1952,0,7719,OVER_FORTY,0,0.5582817049729838,0
86303,24000.0,MORTGAGE,84000.0,12.37,0.079,0,7506,UNDER_FORTY,0,0.2923790162482924,0
82817,14000.0,MORTGAGE,142000.0,24.92,0.1016,0,9789,OVER_FORTY,0,0.33322098227619,0
79986,16000.0,RENT,60000.0,33.06,0.1522,0,7202,OVER_FORTY,0,0.6130181627123831,0
113147,12000.0,MORTGAGE,43412.0,14.84,0.1114,0,7536,UNDER_FORTY,0,0.4633253277947805,0
85235,18000.0,MORTGAGE,42000.0,11.95,0.1114,0,6014,UNDER_FORTY,0,0.466112292725135,0
100549,10000.0,OWN,121000.0,3.74,0.1212,0,7567,UNDER_FORTY,0,0.3412506623023038,0
100874,35000.0,MORTGAGE,147000.0,21.13,0.2198,0,7018,UNDER_FORTY,0,0.6109091299806484,0
104744,6075.0,RENT,22000.0,18.05,0.1727,0,12832,UNDER_FORTY,0,0.7108251732773023,1
74656,14400.0,MORTGAGE,75000.0,14.62,0.1155,0,6776,UNDER_FORTY,0,0.4139349460869712,0
83973,20000.0,RENT,94000.0,10.11,0.1311,0,9089,UNDER_FORTY,0,0.4555360353272094,0
87866,29000.0,RENT,125000.0,8.92,0.1433,0,7994,UNDER_FORTY,0,0.4578058256868183,0
72642,12000.0,RENT,66000.0,29.66,0.1155,0,12528,OVER_FORTY,0,0.4983559503930551,0
89278,5875.0,MORTGAGE,25000.0,21.22,0.1849,0,7171,UNDER_FORTY,0,0.6982362586906034,1
95155,2400.0,RENT,17000.0,24.42,0.1875,0,5406,UNDER_FORTY,0,0.7414134032426363,1
105019,13250.0,OWN,50000.0,16.87,0.1531,0,6592,UNDER_FORTY,0,0.5649719959273316,0
110387,2000.0,RENT,8500.0,32.47,0.21,0,5223,UNDER_FORTY,0,0.8353852813759532,1
70821,5375.0,RENT,27000.0,11.64,0.1368,0,5588,OVER_FORTY,0,0.578711087290103,0
83728,9000.0,MORTGAGE,37800.0,26.95,0.1409,0,10458,UNDER_FORTY,0,0.5930128991628006,0
70471,8000.0,MORTGAGE,67238.0,24.85,0.0603,0,9302,UNDER_FORTY,0,0.2492595411096033,0
84602,16000.0,MORTGAGE,85000.0,13.96,0.0762,0,7049,OVER_FORTY,0,0.275175468686517,0
77996,5000.0,OWN,31000.0,13.9,0.1064,0,8053,UNDER_FORTY,0,0.4627310336836354,0
99872,13000.0,MORTGAGE,85000.0,8.44,0.1875,0,11097,OVER_FORTY,0,0.5632648757805329,0
80184,24250.0,MORTGAGE,54000.0,22.12,0.1235,0,7567,OVER_FORTY,0,0.5121256737967472,0
89519,10000.0,MORTGAGE,35000.0,18.03,0.079,0,8752,OVER_FORTY,0,0.3804913964286797,0
70898,16000.0,RENT,72000.0,3.95,0.0762,0,6592,UNDER_FORTY,1,0.2864808065699843,0
102111,10000.0,RENT,60000.0,21.6,0.1311,0,7171,UNDER_FORTY,0,0.5173554548253604,0
