id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,credit_age,age,loan_status,probability,prediction
96690,15000,RENT,54000.0,21.13,0.1016,0,9848,UNDER_FORTY,1,0.4562399180748934,0
95701,4200,RENT,33000.0,11.6,0.1849,0,4400,UNDER_FORTY,0,0.6504714630526898,1
78638,1400,MORTGAGE,37000.0,13.26,0.1433,0,10671,OVER_FORTY,0,0.51598315554568,0
70072,9000,RENT,31000.0,14.21,0.1368,0,8145,OVER_FORTY,0,0.589600840266976,0
70964,10000,RENT,80000.0,4.56,0.1952,0,9241,OVER_FORTY,1,0.5871168441612435,0
74655,9000,RENT,175000.0,6.73,0.0971,0,10185,UNDER_FORTY,0,0.2675123470474149,0
94306,18000,MORTGAGE,85000.0,14.44,0.1212,0,7506,OVER_FORTY,0,0.4230126822828012,0
73926,4850,RENT,18000.0,12.47,0.1522,0,4522,UNDER_FORTY,0,0.6564503009207978,1
110097,14000,RENT,40000.0,18.87,0.1114,0,6411,UNDER_FORTY,0,0.5079122121565031,0
91927,10500,RENT,52000.0,19.66,0.2247,0,8298,UNDER_FORTY,0,0.7190261540010129,1
90994,23850,RENT,55800.0,24.41,0.1972,0,5710,UNDER_FORTY,0,0.6929313802627786,1
88667,18000,MORTGAGE,113000.0,10.73,0.0762,0,8936,OVER_FORTY,0,0.24795667840828628,0
97006,8400,RENT,99600.0,10.93,0.08900000000000001,0,7291,UNDER_FORTY,0,0.3008190530010318,0
93513,10000,OWN,70000.0,31.68,0.0762,0,11889,UNDER_FORTY,0,0.33292887294080936,0
107223,7000,RENT,38000.0,24.0,0.158,0,6349,UNDER_FORTY,0,0.6308658240246121,1
88863,4500,RENT,52000.0,10.55,0.1212,0,6014,UNDER_FORTY,0,0.45207727109210977,0
89016,18000,OWN,42000.0,25.37,0.1409,0,7902,UNDER_FORTY,1,0.5897114764496183,0
95059,20000,RENT,57000.0,30.67,0.1777,0,5192,UNDER_FORTY,0,0.6654702171166313,1
99272,2000,RENT,35000.0,31.68,0.1905,0,8449,UNDER_FORTY,0,0.6954254975101033,1
79638,8500,MORTGAGE,125000.0,5.09,0.1522,0,13624,OVER_FORTY,0,0.4238534757249746,0
70959,22400,MORTGAGE,141000.0,8.34,0.08900000000000001,0,9180,OVER_FORTY,0,0.26767685564179705,0
93646,7200,RENT,38000.0,11.46,0.1114,0,7657,UNDER_FORTY,0,0.4792720758845621,0
90278,12000,RENT,59000.0,10.72,0.1212,0,7202,OVER_FORTY,0,0.4669288109002689,0
80186,6000,RENT,38000.0,11.68,0.1305,0,9667,UNDER_FORTY,1,0.53481411535735,0
89163,11250,RENT,52000.0,10.43,0.1212,0,8084,UNDER_FORTY,0,0.48152164762560656,0
81487,7000,RENT,45000.0,12.59,0.1531,0,8359,OVER_FORTY,0,0.5756236481394456,0
95920,35000,MORTGAGE,137000.0,17.24,0.1905,0,6411,OVER_FORTY,1,0.5530920837425432,0
84877,7200,OWN,38000.0,10.04,0.1212,0,12377,UNDER_FORTY,0,0.49090073429920444,0
104895,6000,RENT,79000.0,20.38,0.1727,0,8693,UNDER_FORTY,0,0.5709895645158242,0
74613,6000,MORTGAGE,56700.0,13.62,0.0662,0,7810,OVER_FORTY,0,0.25652509717549693,0
70879,3000,RENT,45000.0,17.65,0.1155,0,7628,UNDER_FORTY,1,0.46515652467861984,0
106140,10925,RENT,61200.0,21.04,0.1409,0,7780,UNDER_FORTY,1,0.5430175162653587,0
86110,11500,RENT,40000.0,23.01,0.1727,0,7291,UNDER_FORTY,0,0.6672371881850073,1
83777,6000,OWN,27000.0,13.16,0.1016,0,9820,OVER_FORTY,0,0.4697048519838838,0
77640,20000,MORTGAGE,48000.0,14.23,0.0762,0,11036,OVER_FORTY,0,0.345991865609164,0
107844,12700,RENT,40000.0,21.54,0.158,0,5465,UNDER_FORTY,0,0.6312314233928649,1
98801,6000,RENT,54000.0,24.47,0.1114,0,7171,UNDER_FORTY,1,0.46684252954261146,0
87317,4800,MORTGAGE,48000.0,22.4,0.1531,0,8967,OVER_FORTY,0,0.5633713109636329,0
99333,3600,OWN,12144.0,22.43,0.1433,0,12497,UNDER_FORTY,0,0.69157143001523,1
92604,15000,RENT,62400.0,25.88,0.0762,0,10185,UNDER_FORTY,0,0.3588438733397569,0
77087,4200,MORTGAGE,45900.0,13.25,0.1235,0,6684,UNDER_FORTY,0,0.45822040865559444,0
107501,24000,OWN,105000.0,18.88,0.08900000000000001,0,9759,UNDER_FORTY,0,0.32318595489443896,0
84484,5500,RENT,35000.0,9.5,0.1433,0,7171,UNDER_FORTY,0,0.5641130432987437,0
68474,35000,RENT,170000.0,9.47,0.1235,0,11097,UNDER_FORTY,0,0.38276496694514345,0
79313,14000,RENT,188000.0,9.6,0.0662,0,13319,UNDER_FORTY,0,0.1886780201749272,0
93827,7500,MORTGAGE,113000.0,13.42,0.1311,0,7780,UNDER_FORTY,0,0.3924034447771143,0
85669,6200,RENT,62500.0,12.94,0.0603,0,13135,UNDER_FORTY,0,0.24808788133540421,0
70952,35000,MORTGAGE,99000.0,25.04,0.20800000000000002,0,7383,OVER_FORTY,0,0.6454385732285584,1
102951,6000,MORTGAGE,36000.0,10.63,0.0662,0,9606,UNDER_FORTY,0,0.296261588340876,0
78483,4800,RENT,38000.0,21.57,0.1522,1,8359,UNDER_FORTY,1,0.6103912162845375,0
87369,15000,MORTGAGE,102000.0,18.58,0.08900000000000001,0,7506,UNDER_FORTY,0,0.3104389485776581,0
112380,3750,RENT,75000.0,13.34,0.1311,0,5011,UNDER_FORTY,0,0.4358351012005624,0
101892,12000,RENT,70000.0,15.18,0.158,0,13897,UNDER_FORTY,0,0.5654739393207983,0
74102,13000,OWN,39000.0,23.45,0.1756,0,14933,UNDER_FORTY,0,0.6708316260078776,1
86337,20000,MORTGAGE,63000.0,3.39,0.0762,0,6014,UNDER_FORTY,0,0.2831786035334054,0
76639,6000,MORTGAGE,90000.0,13.43,0.08900000000000001,0,8632,UNDER_FORTY,0,0.29266215571686127,0
87075,8000,RENT,60000.0,21.06,0.1212,0,5588,UNDER_FORTY,0,0.47761091187862753,0
72171,10000,RENT,45000.0,16.72,0.1155,0,6623,UNDER_FORTY,1,0.4922119484672053,0
75585,10000,RENT,43000.0,26.18,0.1305,0,6167,UNDER_FORTY,1,0.564792586246042,0
110718,21000,MORTGAGE,150000.0,12.94,0.08900000000000001,0,10916,UNDER_FORTY,0,0.27288232895387676,0
70542,6400,RENT,60000.0,9.3,0.1305,0,7719,UNDER_FORTY,0,0.47162401294113576,0
82592,15000,MORTGAGE,68000.0,14.91,0.1016,0,8905,UNDER_FORTY,0,0.3890165801542634,0
79413,9125,RENT,26675.0,29.58,0.1155,0,4766,UNDER_FORTY,0,0.5804234412090588,0
89937,10000,RENT,70000.0,12.14,0.1016,0,7567,UNDER_FORTY,0,0.38703247447163364,0
97088,8325,RENT,37000.0,8.53,0.1531,0,8328,OVER_FORTY,0,0.5919715716251678,0
77109,18000,MORTGAGE,124523.0,13.64,0.1064,0,8967,OVER_FORTY,0,0.3385284266984899,0
69305,20000,MORTGAGE,95000.0,7.12,0.1433,0,9728,UNDER_FORTY,0,0.456501357235204,0
110367,4800,MORTGAGE,79000.0,11.89,0.1777,0,7232,OVER_FORTY,0,0.5269389427579912,0
76785,5425,RENT,20800.0,11.31,0.1368,0,7749,UNDER_FORTY,1,0.6137310322237599,0
83265,12000,MORTGAGE,83000.0,26.4,0.1311,0,7749,OVER_FORTY,0,0.4753681912681621,0
90938,20000,MORTGAGE,90000.0,16.37,0.079,0,8175,OVER_FORTY,0,0.29185172844390816,0
84953,8000,MORTGAGE,93000.0,24.58,0.1311,0,10001,OVER_FORTY,0,0.450790103359721,0
87328,11500,RENT,36000.0,21.1,0.1875,0,5649,UNDER_FORTY,1,0.6964622470596347,1
98860,5000,RENT,55000.0,29.52,0.21,0,6957,UNDER_FORTY,0,0.6945056926447023,1
87436,22250,OWN,50000.0,9.09,0.1114,0,13838,OVER_FORTY,0,0.4584417286412813,0
96130,12000,MORTGAGE,49500.0,4.17,0.1311,0,6988,OVER_FORTY,0,0.4744550277509391,0
108849,1550,MORTGAGE,30000.0,23.59,0.1016,0,7414,UNDER_FORTY,0,0.4444401112366237,0
71579,10000,MORTGAGE,42000.0,24.94,0.1064,0,8328,OVER_FORTY,0,0.47576357581544837,0
79859,15000,OWN,55000.0,16.34,0.1305,0,9180,UNDER_FORTY,0,0.5043721420158886,0
72328,12175,MORTGAGE,52000.0,15.05,0.0662,0,6196,UNDER_FORTY,0,0.27920704269224345,0
75204,6000,RENT,35000.0,26.95,0.1678,0,9089,UNDER_FORTY,0,0.66948059537852,1
97474,10000,MORTGAGE,56000.0,22.91,0.1311,0,9910,UNDER_FORTY,0,0.5123104840512509,0
101995,5475,MORTGAGE,40000.0,34.11,0.1433,0,7933,OVER_FORTY,0,0.5935271419781853,0
95111,12000,MORTGAGE,50000.0,23.88,0.1727,0,5922,UNDER_FORTY,0,0.6218321282073571,1
99261,15000,MORTGAGE,72000.0,27.5,0.1531,0,12071,OVER_FORTY,0,0.564855617341469,0
101541,12000,RENT,75000.0,11.97,0.1629,0,7567,UNDER_FORTY,0,0.5488966381174555,0
96762,15000,RENT,50000.0,17.78,0.1433,0,8997,OVER_FORTY,0,0.5749644499127049,0
75730,15000,MORTGAGE,104000.0,21.06,0.0971,0,8114,UNDER_FORTY,0,0.34167644768790356,0
83543,19425,RENT,48000.0,20.13,0.1727,0,5192,UNDER_FORTY,0,0.6476666075282345,1
83869,24000,MORTGAGE,104000.0,3.22,0.08900000000000001,0,12589,UNDER_FORTY,0,0.29176290148180917,0
89917,18000,MORTGAGE,75000.0,18.61,0.158,0,9910,OVER_FORTY,0,0.548785568505173,0
96194,20000,OWN,54000.0,23.64,0.08900000000000001,0,8875,UNDER_FORTY,0,0.40207955540759865,0
104824,10000,RENT,150000.0,15.76,0.08900000000000001,0,12862,UNDER_FORTY,0,0.2837724188744384,0
90614,13600,MORTGAGE,88000.0,8.82,0.158,0,7810,UNDER_FORTY,0,0.491366814021158,0
106652,8000,RENT,42000.0,20.97,0.1433,0,7780,UNDER_FORTY,0,0.5847074452942522,0
95746,12600,RENT,67000.0,29.28,0.1212,0,8479,OVER_FORTY,0,0.5066139704116441,0
71211,15000,MORTGAGE,220000.0,9.47,0.1885,0,16210,OVER_FORTY,0,0.4659318031102947,0
77801,13375,MORTGAGE,74000.0,2.58,0.1952,0,4675,UNDER_FORTY,0,0.5641824032694586,0
112118,8125,OWN,26000.0,22.2,0.1777,0,8905,UNDER_FORTY,0,0.6945348101251684,1
80343,6000,RENT,30000.0,5.76,0.1235,0,15998,UNDER_FORTY,0,0.5364799943744442,0
103928,6000,OWN,90000.0,8.63,0.1114,0,5406,UNDER_FORTY,0,0.34062156865910936,0
91491,30000,MORTGAGE,110000.0,17.72,0.1409,0,7475,UNDER_FORTY,0,0.467835242758165,0
90193,4950,RENT,35000.0,5.25,0.1629,0,4157,UNDER_FORTY,0,0.5860525903233458,0
105423,18225,OWN,167000.0,21.54,0.1849,0,9118,UNDER_FORTY,0,0.5190145895333448,0
107930,8725,RENT,50000.0,19.66,0.1875,0,9728,OVER_FORTY,0,0.6611236265710637,1
71006,24000,RENT,195000.0,1.22,0.0762,0,8602,OVER_FORTY,0,0.20516792922469404,0
112137,9175,MORTGAGE,84000.0,29.69,0.079,0,6167,UNDER_FORTY,0,0.3074170956347952,0
97648,15000,MORTGAGE,98000.0,8.98,0.1114,0,9940,UNDER_FORTY,0,0.3647472197842438,0
97179,9600,MORTGAGE,123500.0,11.39,0.1016,0,12132,UNDER_FORTY,0,0.31014500878865325,0
80023,8000,MORTGAGE,42000.0,18.75,0.0662,0,9820,UNDER_FORTY,0,0.30625934784859143,0
91621,5000,RENT,180000.0,8.49,0.1972,0,6745,OVER_FORTY,0,0.4817631482724447,0
114797,16000,MORTGAGE,65000.0,14.09,0.1311,0,6684,OVER_FORTY,0,0.4759324912270075,0
101215,8500,MORTGAGE,80000.0,25.98,0.1433,0,7780,OVER_FORTY,0,0.501314939565332,0
86602,3300,RENT,12000.0,14.5,0.08900000000000001,0,4888,UNDER_FORTY,0,0.5187044368087907,0
79356,16975,MORTGAGE,98000.0,14.88,0.0971,0,9514,OVER_FORTY,0,0.3384806500044668,0
88299,6625,RENT,35000.0,23.35,0.158,0,6167,UNDER_FORTY,0,0.6364572155398864,1
78623,5000,RENT,41600.0,21.82,0.222,0,6623,UNDER_FORTY,0,0.7220044292588297,1
83130,9350,RENT,34399.0,25.81,0.158,0,8602,OVER_FORTY,1,0.6584138975410271,1
74989,10000,RENT,30000.0,14.24,0.1678,0,5618,UNDER_FORTY,0,0.6593294268743793,1
96739,18000,RENT,75000.0,9.81,0.1777,0,6561,UNDER_FORTY,0,0.5830408544431901,0
93816,10000,MORTGAGE,84000.0,7.98,0.0762,0,8449,UNDER_FORTY,0,0.25631527034711055,0
86756,9600,RENT,51000.0,14.93,0.0662,0,9210,UNDER_FORTY,0,0.3002582336989047,0
74793,12100,RENT,57700.0,19.65,0.1522,0,9333,UNDER_FORTY,0,0.5796599571525453,0
80889,7200,MORTGAGE,65500.0,24.01,0.1875,0,9149,UNDER_FORTY,0,0.615642766908022,0
69393,12000,MORTGAGE,42000.0,3.8,0.1522,0,8875,UNDER_FORTY,0,0.5509157773655337,0
76872,13000,MORTGAGE,78000.0,5.95,0.0603,0,12102,OVER_FORTY,0,0.21277347879226347,0
89133,6575,RENT,38000.0,26.54,0.1212,0,5588,UNDER_FORTY,0,0.5416061994244317,0
92233,28000,RENT,82158.0,30.42,0.21,0,9879,OVER_FORTY,0,0.700528875464989,1
105398,4675,MORTGAGE,52000.0,24.48,0.1016,0,10702,UNDER_FORTY,0,0.4180836090034861,0
101220,3600,MORTGAGE,36000.0,9.8,0.079,0,7657,UNDER_FORTY,0,0.32965443433897135,0
107081,28625,MORTGAGE,64080.0,24.31,0.1531,0,12801,UNDER_FORTY,0,0.5878518618882534,0
87840,8500,RENT,69000.0,9.11,0.08900000000000001,0,5011,UNDER_FORTY,0,0.32862858557722396,0
103684,2000,MORTGAGE,170000.0,13.44,0.21,1,8814,UNDER_FORTY,0,0.48774691697959616,0
70606,6250,RENT,23000.0,16.43,0.1235,0,4369,UNDER_FORTY,0,0.5741853964508747,0
110052,8000,RENT,52128.0,4.83,0.1311,1,8510,UNDER_FORTY,0,0.4891969825640928,0
93380,28000,MORTGAGE,140000.0,18.63,0.0762,0,8449,UNDER_FORTY,0,0.2530765350948455,0
74564,6625,MORTGAGE,29250.0,33.35,0.1305,0,6045,UNDER_FORTY,0,0.5953150920551546,0
95551,6975,RENT,135000.0,0.95,0.1433,0,5953,UNDER_FORTY,1,0.3853750140895415,0
98112,12000,RENT,40000.0,19.05,0.21,0,13654,UNDER_FORTY,0,0.7313916689572248,1
93903,4000,MORTGAGE,110000.0,18.25,0.1311,0,7841,UNDER_FORTY,0,0.39211144510018203,0
108146,24250,MORTGAGE,95000.0,31.38,0.08900000000000001,0,8114,UNDER_FORTY,0,0.36181488941519485,0
71264,7500,OWN,57600.0,23.21,0.22699999999999998,0,6623,OVER_FORTY,0,0.6905079487368928,1
107431,24800,RENT,112000.0,16.09,0.0603,0,8449,UNDER_FORTY,0,0.22509529819565244,0
71647,5000,RENT,55000.0,10.6,0.0971,0,4584,UNDER_FORTY,0,0.36944347902561486,0
100831,18000,RENT,58000.0,24.27,0.1727,0,12954,OVER_FORTY,0,0.6507273564906818,1
103731,13000,MORTGAGE,48000.0,14.0,0.1016,0,16668,UNDER_FORTY,0,0.434128254974309,0
73563,1500,RENT,35000.0,23.55,0.1825,0,12681,UNDER_FORTY,1,0.6616196779110018,1
98915,18000,MORTGAGE,72000.0,19.1,0.079,0,12985,UNDER_FORTY,0,0.32566495089040287,0
94152,35000,RENT,185000.0,4.39,0.1409,2,9210,OVER_FORTY,0,0.4085219249727944,0
96930,26400,MORTGAGE,110000.0,30.79,0.1016,0,13989,OVER_FORTY,0,0.39794481245417695,0
99720,15000,RENT,45000.0,20.8,0.158,0,7749,OVER_FORTY,1,0.6263453889898855,1
72117,30000,MORTGAGE,120000.0,21.43,0.1433,0,7049,UNDER_FORTY,0,0.47258517329967525,0
96280,7000,MORTGAGE,80000.0,24.06,0.1311,0,7749,UNDER_FORTY,0,0.4590216243412184,0
95860,20000,MORTGAGE,80832.0,22.37,0.0762,0,12742,OVER_FORTY,0,0.3130681173819029,0
98813,8150,OWN,35000.0,16.94,0.1114,0,9698,UNDER_FORTY,0,0.4888879982821108,0
77755,12000,RENT,46000.0,18.99,0.1305,0,5072,UNDER_FORTY,0,0.5387613466826965,0
75220,16000,MORTGAGE,89000.0,19.23,0.08900000000000001,0,8387,UNDER_FORTY,0,0.3293748950291614,0
107062,19200,MORTGAGE,180000.0,9.08,0.079,0,7994,OVER_FORTY,0,0.21379116831354764,0
83823,24000,RENT,145000.0,8.4,0.1114,0,8359,UNDER_FORTY,0,0.3499613268102652,0
103507,12000,OWN,72000.0,15.67,0.1875,0,6349,UNDER_FORTY,0,0.5897933567072946,0
104222,7500,OWN,35000.0,29.25,0.158,0,6136,UNDER_FORTY,1,0.6332861244227806,1
112195,10075,MORTGAGE,29000.0,20.52,0.1777,0,7780,OVER_FORTY,0,0.6822719574880699,1
96964,10000,RENT,75000.0,12.24,0.1629,0,17003,OVER_FORTY,0,0.5593780455336366,0
91504,21000,MORTGAGE,100000.0,17.46,0.08900000000000001,0,9180,UNDER_FORTY,0,0.32078731431519353,0
74745,21000,MORTGAGE,225000.0,10.39,0.08900000000000001,0,13593,OVER_FORTY,0,0.23413755457461624,0
105602,12000,MORTGAGE,52000.0,29.33,0.1777,0,6533,OVER_FORTY,0,0.6429122996930866,1
82003,20000,OWN,48000.0,30.53,0.1311,0,9210,UNDER_FORTY,0,0.5682401201841784,0
68163,4800,MORTGAGE,88000.0,24.85,0.1825,0,7171,OVER_FORTY,0,0.5590656847133143,0
111126,20000,RENT,51000.0,30.15,0.1114,0,8752,OVER_FORTY,0,0.5249194013863988,0
82841,30000,MORTGAGE,105000.0,24.85,0.1531,0,9363,UNDER_FORTY,0,0.5269450517835553,0
105284,5000,RENT,62000.0,11.98,0.1311,0,5465,UNDER_FORTY,0,0.46379152430403425,0
86418,6000,RENT,102000.0,5.54,0.1311,0,16668,OVER_FORTY,0,0.4129507833410782,0
73815,24925,RENT,56160.0,17.52,0.1235,0,7322,UNDER_FORTY,1,0.5177755747537188,0
74267,14600,MORTGAGE,90000.0,10.93,0.1235,0,9333,UNDER_FORTY,0,0.41193279768524466,0
109269,35000,MORTGAGE,102000.0,24.98,0.1433,0,9789,UNDER_FORTY,0,0.5117037400461318,0
82655,8000,RENT,24000.0,19.95,0.1311,0,11128,OVER_FORTY,0,0.621574445959512,0
72270,15000,MORTGAGE,47000.0,13.38,0.0603,0,8359,UNDER_FORTY,0,0.26943143640284895,0
87908,24000,RENT,115000.0,10.4,0.1212,0,8875,UNDER_FORTY,0,0.4098502081892728,0
86232,16000,MORTGAGE,90000.0,11.81,0.1016,0,7202,UNDER_FORTY,0,0.3481028238752645,0
99723,10400,MORTGAGE,93000.0,12.17,0.1727,0,7049,UNDER_FORTY,0,0.5178109365343238,0
97741,9000,MORTGAGE,55000.0,10.28,0.1433,0,6227,UNDER_FORTY,0,0.500621717453356,0
98982,20000,MORTGAGE,100000.0,10.24,0.079,0,13563,UNDER_FORTY,0,0.2755636138184917,0
95357,8000,MORTGAGE,60000.0,20.24,0.1212,0,8571,OVER_FORTY,1,0.46050168552655024,0
101487,7200,RENT,43000.0,12.73,0.1849,0,8359,UNDER_FORTY,1,0.648342960058341,1
96499,18000,MORTGAGE,110000.0,8.21,0.1016,0,5100,UNDER_FORTY,0,0.31543777912322724,0
85381,6325,MORTGAGE,65000.0,25.44,0.1311,0,9728,UNDER_FORTY,0,0.4888607660684969,0
103238,10000,OWN,39500.0,24.3,0.1311,0,6898,OVER_FORTY,0,0.5509089788055759,0
78301,15000,MORTGAGE,61140.0,24.95,0.1064,0,7506,UNDER_FORTY,0,0.4402815483026555,0
101876,5000,RENT,40000.0,29.1,0.1311,0,9667,UNDER_FORTY,0,0.5724923897844795,0
102984,5000,RENT,20000.0,34.08,0.2049,0,7263,UNDER_FORTY,0,0.7888219878374213,1
104550,8000,RENT,52500.0,18.23,0.1849,0,7780,UNDER_FORTY,0,0.6416815280364416,1
70229,12500,MORTGAGE,36000.0,20.13,0.1155,0,11097,UNDER_FORTY,0,0.5207212541679931,0
88507,2700,RENT,21000.0,7.26,0.1972,0,7810,UNDER_FORTY,0,0.7072648117719867,1
85893,8000,MORTGAGE,60000.0,11.98,0.1311,1,12011,UNDER_FORTY,0,0.475497277973777,0
99245,9000,RENT,60000.0,10.28,0.1905,0,8114,UNDER_FORTY,0,0.6209147704049235,0
74633,18000,MORTGAGE,59000.0,18.43,0.1368,0,7018,OVER_FORTY,0,0.5185099154947223,0
92548,16300,MORTGAGE,40000.0,9.45,0.1311,0,8632,OVER_FORTY,0,0.5262362812863788,0
112120,5600,MORTGAGE,87000.0,5.09,0.0603,0,6957,OVER_FORTY,0,0.1823953213674653,0
101166,6000,MORTGAGE,70000.0,15.17,0.1409,0,7902,OVER_FORTY,0,0.47265276869452705,0
112287,28000,MORTGAGE,145000.0,8.89,0.0762,0,9848,UNDER_FORTY,0,0.23253538505171276,0
110482,20500,RENT,110000.0,16.18,0.079,0,10154,UNDER_FORTY,0,0.2942712001132434,0
108687,21200,MORTGAGE,70000.0,12.89,0.08900000000000001,1,10794,UNDER_FORTY,0,0.35374969869396716,0
103296,20000,RENT,70000.0,19.87,0.1409,0,5680,UNDER_FORTY,0,0.5343255472237926,0
110883,10000,RENT,40000.0,19.77,0.08900000000000001,0,6319,UNDER_FORTY,0,0.4245752581507402,0
108136,8000,RENT,60000.0,12.34,0.1629,0,12893,UNDER_FORTY,0,0.5749347027269555,0
79262,14000,RENT,125000.0,22.95,0.0971,0,11493,OVER_FORTY,0,0.35115977265276815,0
73339,12500,RENT,52000.0,8.56,0.1305,0,9302,UNDER_FORTY,0,0.5079373039747558,0
95978,23000,MORTGAGE,96680.0,23.05,0.1114,0,8602,UNDER_FORTY,0,0.41103464260331746,0
93857,30000,RENT,90000.0,11.63,0.1311,0,9636,OVER_FORTY,0,0.47667574495953124,0
84080,18500,MORTGAGE,46800.0,15.67,0.1311,0,4492,UNDER_FORTY,0,0.5159974302940632,0
76988,28000,RENT,80000.0,21.24,0.1678,0,5588,OVER_FORTY,0,0.5936499901708381,0
106032,18000,OWN,56000.0,0.0,0.1972,0,8875,UNDER_FORTY,0,0.6123073571293344,0
76350,9600,MORTGAGE,75000.0,16.19,0.1235,0,10519,UNDER_FORTY,0,0.4383412229918979,0
91197,14000,OWN,85000.0,4.42,0.1409,0,7872,UNDER_FORTY,0,0.44303995021723747,0
100470,25000,MORTGAGE,63000.0,24.46,0.08900000000000001,0,7688,OVER_FORTY,0,0.3898603420430027,0
98862,8500,RENT,51000.0,33.96,0.158,0,6380,UNDER_FORTY,0,0.6284277363663061,1
82050,13200,RENT,45000.0,26.93,0.08900000000000001,0,9575,OVER_FORTY,0,0.4447129442249097,0
79541,8000,MORTGAGE,50000.0,7.99,0.1064,0,5953,OVER_FORTY,0,0.39811790307313494,0
81281,8000,MORTGAGE,90000.0,27.96,0.1727,0,15299,UNDER_FORTY,0,0.5713804471488018,0
112197,16750,MORTGAGE,80000.0,18.72,0.08900000000000001,0,11950,UNDER_FORTY,0,0.3463623123863809,0
86573,15250,RENT,51000.0,13.34,0.0762,0,5741,UNDER_FORTY,0,0.3405116274471435,0
107892,10000,MORTGAGE,40000.0,23.55,0.158,0,5557,UNDER_FORTY,0,0.6092397802360809,0
96876,9600,MORTGAGE,70000.0,20.38,0.1212,0,11281,OVER_FORTY,0,0.45246475747922127,0
98590,9000,MORTGAGE,52000.0,13.54,0.08900000000000001,0,7597,OVER_FORTY,0,0.35760346988382574,0
84619,18000,MORTGAGE,170000.0,13.43,0.1016,0,11309,UNDER_FORTY,1,0.29581594928836097,0
71071,5000,RENT,35000.0,26.3,0.1588,0,6776,OVER_FORTY,0,0.6402275338385596,1
97029,4000,MORTGAGE,19324.8,26.7,0.1875,0,14537,UNDER_FORTY,1,0.7413397787981221,1
88656,11000,RENT,35000.0,5.48,0.1433,0,13593,UNDER_FORTY,0,0.5829349463059148,0
88596,12000,MORTGAGE,37000.0,16.9,0.1114,0,6957,OVER_FORTY,0,0.48646252162771236,0
92922,10000,MORTGAGE,106000.0,7.51,0.0603,0,8418,UNDER_FORTY,0,0.1836244944495918,0
85047,15000,RENT,60000.0,13.38,0.08900000000000001,0,7383,UNDER_FORTY,0,0.3746822179925839,0
103048,7000,MORTGAGE,143000.0,18.63,0.1114,0,11006,UNDER_FORTY,0,0.3309676207160605,0
111816,7500,MORTGAGE,54115.0,23.82,0.1905,0,9971,UNDER_FORTY,1,0.6444786670876812,1
79286,8725,OWN,30224.0,21.44,0.1885,0,7597,UNDER_FORTY,1,0.6956666521411743,1
74358,6000,MORTGAGE,63155.0,7.66,0.0971,0,5345,UNDER_FORTY,0,0.33341488289563054,0
